period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated
1/1/19,1/31/19,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,238517,-0.017796785,0.009575015,270522,0.122985395,0.060366224,207,-0.003834299,0.027201906,232,0.100240468,0.063569158,38191,-0.193204353,-0.095900599,36214,0.063292664,-0.082222297,67614,0.821662943,0.051926565,168011,0.052540529,0.183392919,4.399223184,1.027121096,1.038264212,54,8,6,0.973135053,-0.003203778,-0.00464813,0.150297309,-0.0118972,-0.034097139,0.120053168,0.036931772,0.030400078,0.373197644,0.102469834,-0.06094128,,,9/11/22 14:57
7/1/18,7/31/18,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,286980,-0.016381344,0.055244255,291034,-0.027841655,0.056275734,154,-0.008242694,0.053863858,157,-0.009610306,0.059047254,623986,-0.069975453,0.050426241,541643,-0.033997029,0.064434025,721187,-0.082313594,0.043668709,1683449,0.013496807,-0.027180604,2.697891911,0.222200143,-0.215224821,33,1,-4,0.987610481,-0.001792033,0.000983627,0.278703055,-0.016893602,0.005521082,0.159808074,0.010220858,0.024631887,0.374515488,-0.038937471,0.004939796,,,9/11/22 14:57
11/1/14,11/30/14,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,190806,-0.005730566,0.060862241,193331,-0.031340548,0.075662601,165,-1.57E-05,0.067359588,165,-0.031298301,0.076939178,43150,-0.256298337,-0.0404981,34679,-0.170403736,0.024931253,48382,-0.275964053,-0.008574609,210355,-0.048459129,0.011335034,4.87495757,1.064806938,0.249852242,58,0,-1,0.968624082,-0.001284081,-0.003890966,0.150884903,-0.00103715,-0.035850837,0.083380895,-0.027709082,0.016882113,0.249311154,-0.022136872,-0.011184036,,,9/11/22 14:57
9/1/20,9/30/20,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,330546,0.010738338,0.135754106,337698,0.011308231,0.110452617,175,0.022070641,0.110863958,184,0.01891378,0.113448293,662001,-0.00622481,0.252928761,585377,-0.03668251,0.342314708,691065,-0.02195264,0.125488183,1134563,-0.022857175,-0.310968294,1.713838445,-0.029171976,-1.402589234,30,-1,-12,0.994412982,0.001757741,0.011658995,0.340490192,0.017203153,0.115249006,0.115764267,-0.021181377,-0.088028831,0.461922253,-0.014367756,0.114965485,,,9/11/22 14:57
12/1/18,12/31/18,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,276439,-0.006036166,0.022410838,269870,-0.043095216,0.029961036,150,-0.013003644,0.028854998,149,-0.038918269,0.034157671,437370,-0.072745659,-0.108052395,286528,-0.203255665,-0.052549387,312879,-0.313901536,-0.026057872,1389454,-0.107129102,0.086364114,3.176838447,-0.122336434,0.568529311,52,5,1,0.977693008,-0.001529038,-0.002450298,0.190347951,-0.013599564,-0.021327509,0.098726474,-0.048947353,0.020203094,0.271509358,-0.016703725,-0.037717162,,,9/11/22 14:57
12/1/20,12/31/20,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,332188,-0.0031088,0.127486172,325388,-0.014541409,0.150159194,179,0.005826438,0.130247803,183,0.002526424,0.16646891,626257,0.07536081,0.233706206,426854,-0.143414818,0.354014523,389880,-0.200324565,0.21923401,817230,-0.162823321,-0.354446822,1.304942919,-0.371267741,-1.188912325,31,3,-20,0.993976423,-0.001569712,0.014149339,0.335420708,-0.015054901,0.136537477,0.082136219,-0.039480827,-0.015860559,0.391564013,-0.038407184,0.12223573,,,9/11/22 14:57
12/1/14,12/31/14,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,227290,0.011756338,0.051446239,218641,-0.036229121,0.083088358,115,-0.005395868,0.039994158,113,-0.031432036,0.06499423,348355,0.168351756,0.089324388,185557,-0.128711799,0.06126824,251218,-0.179570504,0.060606256,1373698,-0.091139616,0.014857911,3.943383529,-1.125886898,-0.289350731,70,4,-1,0.969827767,-0.0009474,-0.001010445,0.171588603,-0.006077108,-0.019603442,0.074565774,-0.015139191,-0.018775051,0.228036408,-0.028292621,0.011054791,,,9/11/22 14:57
3/1/14,3/31/14,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,184568,0.058277691,0.132820122,203098,0.02430068,0.115157096,156,0.03743554,0.126911902,172,0.008245284,0.114607948,48228,0.255480804,-0.059779831,41870,0.338653566,0.068515344,78535,0.254655954,0.124365936,215303,0.047702225,0.033756676,4.464267633,-0.885346201,0.403936448,63,-8,-5,0.970419995,0.001426974,-0.001132335,0.177099647,0.006372297,-0.039493808,0.061812056,0.001908676,0.015702301,0.372965176,0.005626132,-0.014391092,,,9/11/22 14:57
6/1/19,6/30/19,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,301676,0.017259868,0.033398558,306911,-0.031802267,0.025840292,159,0.004746402,0.025919755,162,-0.01824916,0.022524353,619948,-0.033229621,-0.05939912,531095,-0.061692702,-0.033450259,730828,-0.116474937,-0.04994633,1688227,0.024044226,0.040857665,2.723173712,0.15230459,0.262299689,36,-1,5,0.986990956,0.000627092,-0.002654385,0.262188998,0.004470174,-0.033273625,0.162284531,0.00884722,0.011776791,0.394718301,-0.032069678,-0.018481493,,,9/11/22 14:57
1/1/19,1/31/19,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,246811,-0.020527051,0.02192653,262189,0.077473573,0.013174618,153,-0.007597088,0.022786232,161,0.074773241,0.022331086,31155,-0.246785023,-0.039640791,30692,0.039937609,-0.037304409,49832,0.715659379,0.079949835,112250,0.030163021,0.152227092,3.602908205,0.968602405,0.599953235,50,7,6,0.981589991,-0.001011401,-0.002335028,0.197526208,-0.014696373,-0.037278366,0.12941483,0.030537807,0.055097042,0.381998905,0.104736065,-0.064099355,,,9/11/22 14:57
6/1/20,6/30/20,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,309723,0.038609085,0.028269817,332705,0.002766136,0.084470329,162,0.029137921,0.022081433,176,0.016865293,0.087327713,598560,0.392504344,-0.050807257,589887,0.194754302,0.090179077,723550,0.120744133,-0.03073813,1277155,-0.046676805,-0.26094461,2.133711641,-0.982967722,-0.606683239,39,0,3,0.986890285,0.001625563,0.000136673,0.26784197,0.012645031,0.005291905,0.119472554,-0.002165163,-0.041778149,0.467048913,0.035380824,0.071812703,,,9/11/22 14:57
6/1/17,6/30/17,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,286486,0.038262805,0.072445529,291046,-0.02136437,0.055750676,142,0.020318488,0.070439473,143,-0.010030015,0.054841487,542859,0.100917769,0.0458316,429692,-0.034276536,0.070682123,618498,-0.0251376,0.030478127,1374081,0.039187613,-0.085434516,2.531191291,-0.150358636,-0.363297822,37,-2,-5,0.987705882,0.000749207,0.002957325,0.285173883,0.004740815,0.024133063,0.139437769,0.0128089,-0.004252358,0.387406056,-0.040112122,0.023886813,,,9/11/22 14:57
4/1/21,4/30/21,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,367267,0.043237869,0.214866689,375788,0.020704236,0.189958468,200,0.044665172,0.248095578,202,0.013647469,0.211196602,631270,0.05563515,0.421728796,638645,0.047901723,0.730532183,768071,0.081797872,0.60248048,790738,0.075691205,-0.411632737,1.252613689,0.023354741,-1.774198074,19,-7,-17,1.01525607,0.009610523,0.027459278,0.488690723,0.069025601,0.207853138,0.06471219,-0.005931848,-0.039166141,0.602222373,-0.010420921,0.234844795,,,9/11/22 14:57
6/1/15,6/30/15,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,251447,0.022140404,0.06732852,257986,-0.026239791,0.055355078,124,0.016921509,0.058601103,128,-0.009875895,0.052451973,498111,0.170648599,0.166472707,392459,0.048198155,0.20628403,596976,-0.030401732,0.076105868,1637458,0.021252639,0.002009846,3.287329548,-0.480893497,-0.53955919,46,-3,-3,0.982010154,0.001225937,0.004005316,0.242724707,0.005138542,0.025759033,0.133960063,0.013002553,0.036632023,0.335754199,-0.044149933,0.006237449,,,9/11/22 14:57
10/1/21,10/31/21,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,378168,0.007904427,0.133929593,380606,-0.005878718,0.130582747,209,0.005155907,0.178507184,210,-0.002632423,0.13563973,606242,-0.042090943,-0.097991922,578965,-0.018239835,-0.011555269,612449,-0.082042846,-0.094294006,894256,-0.053163469,-0.186313298,1.475081076,-0.017249941,-0.160112228,21,2,-8,1.007847874,-0.002752927,0.012594384,0.460347769,-0.020207658,0.112105015,0.120281396,-0.006464524,-0.001238257,0.469390065,-0.000279343,0.016517571,,,9/11/22 14:57
12/1/21,12/31/21,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,410535,-0.003663646,0.133317183,390182,-0.030276759,0.02606353,179,0.002044314,0.144031513,170,-0.047279582,0.023841208,14769,0.069550345,0.074936699,10364,-0.176066838,-0.000301267,9113,-0.307197172,-0.104465603,25438,-0.188809479,-0.118282684,1.72243536,-0.548586412,-0.377454192,30,0,-4,0.987488287,6.43E-05,0.007339773,0.361618596,0.006174546,0.039686302,0.066134813,-0.022157293,-0.005681079,0.354127365,-0.034094002,0.0070064,,,9/11/22 14:57
10/1/19,10/31/19,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,292564,0.005245698,0.057993149,297064,-0.023162442,0.031907601,159,0.00933973,0.04230216,163,-0.014484315,0.026868477,539415,0.020918789,0.037479601,447606,0.026395513,0.04355311,599741,-0.023244647,0.009600746,1595940,-0.030769291,-0.036492075,2.958646113,-0.157781567,-0.227145005,44,2,0,0.981728988,-0.001024999,0.000773778,0.219270197,-0.005970989,-0.001106315,0.172786957,-0.031006141,-0.010479676,0.331707519,-0.015249248,0.016719598,,,9/11/22 14:57
11/1/20,11/30/20,30,national,11,1400,f, National,National,U.S.,US,All Residential,-1,332383,-0.004527231,0.134729427,330415,-0.026951989,0.135502143,178,0.007665944,0.12388053,182,-0.015848892,0.135610543,593878,-0.132973989,0.219957606,509576,-0.149136353,0.324851085,500020,-0.278758897,0.124061747,1009858,-0.110382911,-0.325093893,1.700445718,0.043181389,-1.373273229,28,-1,-17,0.995237212,0.000264375,0.014441705,0.350024089,0.002132957,0.137170239,0.121128978,4.58E-05,-0.012272144,0.428797346,-0.023248788,0.122100011,,,9/11/22 14:57
10/1/20,10/31/20,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,333502,0.008942921,0.139931329,336646,-0.003114292,0.133243019,177,0.010411684,0.112043734,185,0.007201173,0.137948836,672103,0.01525958,0.245983462,585733,0.000607623,0.308589439,676211,-0.02149369,0.127505763,1099018,-0.031328961,-0.311366167,1.635193304,-0.078645141,-1.323452809,29,-1,-15,0.995253491,0.000840509,0.013524503,0.348242754,0.007752562,0.128972557,0.121519653,0.005755386,-0.051267305,0.452872494,-0.009049759,0.121164975,,,9/11/22 14:57
11/1/14,11/30/14,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,192864.3393,0.001382877,0.057628748,202046.6936,-0.001084762,0.070440315,164.5448164,-0.002748609,0.063282222,171.5174042,-0.002497556,0.063488106,53118.73442,-0.03188461,0.031341107,43499.66396,0.023935384,0.0631669,68749.54047,-0.009570366,0.02886276,215786.0363,-0.003675409,0.010523929,4.297633801,0.456410007,0.008517571,57.21569763,-2,-3,0.97063412,0.000204391,-0.003724461,0.15801845,0.00374561,-0.033898361,0.086904674,-0.004632321,0.022689627,0.304191021,-0.003200158,-0.01158616,,,9/13/22 0:00
6/1/16,6/30/16,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,224837.1855,-0.009631246,0.035590545,234230.9379,0.014967439,0.064496532,140.4996831,-0.008913313,0.034574451,144.9316548,0.022020639,0.044896934,45445.71963,0.0190654,0.099317903,38413.87411,-0.001621224,0.087383359,53431.64224,-0.007236327,0.048182724,132793.3967,-0.013668059,-0.073494619,2.959097441,-0.094435908,-0.510839567,41.64509447,-1,-6,0.982070629,0.000478636,0.0030197,0.22640056,-0.000113682,0.019597422,0.092431898,0.002526753,-0.007682009,0.378366053,-0.002150926,0.027805547,,,9/13/22 0:00
10/1/18,10/31/18,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,251025.0324,-0.006891463,0.018596307,264697.4977,0.005444996,0.054392441,156.3691341,-0.002314382,0.026771015,163.0699017,0.004462355,0.051903882,47451.5146,0.006033694,-0.004166013,42668.76897,0.02209545,-0.001848274,57073.21257,-0.023935474,0.045549593,122780.468,0.027681057,0.080070654,2.634481177,0.03437934,0.191542011,35.74021837,4,2,0.987854315,-0.001051855,-0.00139084,0.253519894,-0.007697043,-0.004697429,0.140578804,0.004443,0.057121198,0.372455193,-0.034787088,-0.074352227,,,9/13/22 0:00
3/1/18,3/31/18,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,285159.2343,-0.001140037,0.070276376,297290.6341,-0.008437817,0.049343105,144.4597659,0.005462362,0.07199082,148.2871061,-0.008367742,0.057547304,422889.3715,0.015036811,0.019302293,356520.852,0.024163111,0.043305358,487202.3731,-0.003564154,0.007676172,1192857.994,-0.004837159,-0.076466939,2.960159173,-0.084737415,-0.253611524,42.99941499,0,-4,0.984103765,-0.000986498,0.003112411,0.25709727,0.003871669,0.019454523,0.134801285,0.001822554,0.009854915,0.38555198,-0.003172345,0.013981569,,,9/13/22 0:00
7/1/19,7/31/19,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,248796.8727,-0.008698444,0.011763423,265477.7817,0.001964132,0.020287881,213.3364304,-0.002533216,0.019519166,229.1545731,0.000890901,0.033522289,58058.77921,-0.005103318,-0.045805447,50516.21567,0.020367363,-0.071160276,67218.72775,-0.004402743,-0.075475155,178316.9594,-0.027863592,0.08852269,3.00730554,-0.131006023,0.385704641,44.12668273,2,9,0.977932337,0.000831865,-0.004660382,0.18459197,0.009393156,-0.042125103,0.123117632,-0.005662025,0.008429918,0.351381523,-0.003793746,-0.042143135,,,9/13/22 0:00
12/1/20,12/31/20,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,282669.939,0.008187394,0.070032324,300920.8066,0.025067601,0.077996922,243.4707285,0.015430242,0.085624564,264.8883872,0.035303395,0.107080761,72338.92502,0.022298005,0.223980751,63932.46251,0.024253406,0.281757049,80318.10805,0.004361558,0.159605678,169024.4582,-0.030450181,-0.022594156,2.503175002,-0.059806302,-0.567175646,37.48221018,3,-7,0.988375428,0.000329628,0.007185361,0.255784103,-0.001864999,0.066562238,0.11018668,-0.003120615,-0.004334085,0.394587596,0.002302699,0.055778893,,,9/13/22 0:00
4/1/22,4/30/22,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,329590.291,0.007198009,0.125510618,343487.6232,0.006424161,0.123127502,297.2118732,0.013945812,0.146661504,306.5304959,-0.007875105,0.124951456,63887.72912,-0.031730859,-0.12043793,59093.13611,-0.018286435,-0.103473435,70027.23813,-0.007706409,-0.082238818,113309.3052,0.002552774,-0.156905865,1.791781259,0.071797556,-0.062074533,27.88782847,1,-7,1.015273323,0.00203217,0.022235779,0.413248321,-0.002738582,0.125772576,0.087806516,0.00606971,-0.005154738,0.418356878,-0.007820437,-0.01613685,,,9/13/22 0:00
10/1/12,10/31/12,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,192608.2018,0.002178691,,203674.5866,0.006081006,,99.23249996,0.004532608,,104.3800559,-0.000673478,,330924.1612,0.01161285,,226111.4864,0.031349124,,419347.6885,0.002442168,,1494986.642,-0.009338427,,4.562505978,-0.084314026,,74.22174264,-2,,0.971399252,0.001452169,,0.214008641,0.007072598,,0.052936004,-0.001388404,,0.323654157,9.24E-05,,,,9/13/22 0:00
9/1/13,9/30/13,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,208591.0736,0.003457052,0.121615154,218287.4483,0.002347749,0.11453807,113.5856799,-0.005208017,0.11864814,118.863674,0.006535323,0.119360107,456892.8447,-0.034654723,0.081641765,333936.1616,-0.008121523,0.192993799,573530.9793,-0.011668236,0.10516283,1893024.161,0.009559089,-0.016205132,4.188117324,0.176052696,-0.434321808,61.49628814,0,-14,0.974073514,-0.00130601,0.006823408,0.22145987,-0.002671587,0.014748815,0.066522357,0.003376544,0.011553216,0.306462975,-0.010162163,-0.019084431,,,9/13/22 0:00
10/1/17,10/31/17,30,national,11,1400,t, National,National,U.S.,US,All Residential,-1,269942.4653,0.0033509,0.066988299,282493.5915,0.004200463,0.063545253,145.840646,0.002623298,0.066447628,150.9412782,0.000835636,0.06338486,527122.278,-0.000353526,-0.004226082,449225.2043,0.026015608,0.072969321,626160.3048,0.016733448,0.026078805,1534579.745,-0.009098975,-0.089462027,2.926694091,-0.001794118,-0.324182612,43.90302233,-1,-6,0.983681386,0.000452902,0.003379045,0.244215516,-0.002924646,0.016593235,0.119313888,0.000773622,0.003771029,0.398823458,0.015357367,0.033583467,,,9/13/22 0:00
9/1/17,9/30/17,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,276740.2646,0.008999797,0.069657682,291135.6017,0.016944763,0.05984887,140.2613424,0.004889661,0.077514702,145.4672359,0.010891625,0.057559954,408122.5196,-0.014471021,0.007854229,334377.0672,-0.020864106,0.029575742,482372.8092,-0.008122932,0.000675762,1236552.092,-0.010450905,-0.085126481,3.021544457,-0.043555292,-0.289862404,47.1437839,0,-4,0.983247716,0.000520571,0.002722674,0.246205801,0.000901347,0.016574499,0.125829846,-0.000829909,0.002272494,0.377204977,-0.007974013,0.015607858,,,9/13/22 0:00
6/1/19,6/30/19,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,298161.3597,0.002505511,0.037253516,309180.0681,-0.012211659,0.029212195,150.8016623,-0.000562376,0.031047901,154.7822788,-0.005637155,0.021294627,432131.3227,0.000662525,0.018054632,362416.4712,0.012777428,0.022194114,485088.5529,-0.00506532,-0.006287746,1267817.787,-0.003153004,0.031279894,2.943277341,-0.050675595,0.048005991,44.15615894,-1,2,0.980274524,0.000742216,-0.002660605,0.22981469,0.002587767,-0.025396348,0.153309938,-0.002713122,0.011586339,0.380115912,0.010435912,-0.011847926,,,9/13/22 0:00
3/1/18,3/31/18,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,242239.6241,-0.00904999,0.059006396,255769.0221,0.00785507,0.05035282,206.9620567,-0.002065479,0.07724319,216.0362699,0.005674375,0.048035498,61236.90455,0.019927189,0.002194393,53257.33701,-0.004052787,0.00775938,72248.60886,-0.01229042,0.029239883,160255.6595,0.00231421,-0.056088367,2.691865727,-0.143684621,-0.185850107,35.75510471,-2,-5,0.983819669,-0.000634346,0.004519243,0.223993041,-0.007891361,0.016507427,0.10719061,0.003348599,0.01185144,0.409169231,-0.011678896,0.018729543,,,9/13/22 0:00
4/1/17,4/30/17,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,260705.7147,0.00611124,0.071880131,273616.0271,0.002320273,0.05878401,140.1375119,-0.000623596,0.066977279,146.3357023,0.006156651,0.060970689,528855.5884,0.016227089,0.042745184,429321.6424,-0.014104593,0.042506041,607185.5899,-0.006394042,-0.002056283,1571311.108,-0.007210447,-0.106551794,3.097757384,-0.028462401,-0.424228196,44.98278916,0,-7,0.982136407,0.000580327,0.003316438,0.241247977,0.005069373,0.0177557,0.11717092,-0.000133147,-0.005329036,0.378567038,0.001222403,0.020411436,,,9/13/22 0:00
4/1/18,4/30/18,30,national,11,1400,t, National,National,U.S.,US,Townhouse,13,253098.0112,0.001080838,0.070869089,261687.0086,0.006898715,0.081220885,157.093864,0.011598657,0.070511233,161.9910986,0.010181245,0.088101713,48315.5153,0.007671559,0.022615175,44193.20915,0.001867963,0.081551412,57129.12477,0.020293162,0.035546947,108803.051,-0.006413773,-0.110100643,2.269886866,-0.08144357,-0.379832573,32.56095717,-1,-6,0.988359295,-0.000572212,0.003704005,0.277119816,0.001513869,0.020512683,0.118664229,-0.000738583,0.038120326,0.445345676,0.004000035,0.035024146,,,9/13/22 0:00
2/1/13,2/28/13,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,149673,-0.020814762,0.167156006,174353,0.04438552,0.096617746,129,-0.000825997,0.144097966,147,0.046268566,0.088643835,39160,0.063069153,0.041119118,31332,0.112440168,0.166012691,61643,-0.005845303,-0.043500073,204366,0.028089393,-0.235586066,5.218740086,-0.177562647,-1.889097481,73,-4,-26,0.969642845,0.002328968,0.016090736,0.214653929,0.008939512,0.052348646,0.044358179,-0.01378801,-0.01907391,0.400269817,0.036424837,0.091335478,,,9/11/22 14:57
3/1/21,3/31/21,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,367958,0.050026532,0.190013369,386824,0.022744946,0.161997162,184,0.036244962,0.184005571,192,0.009203246,0.178407453,445155,0.342255094,0.114469219,457598,0.372377254,0.312721356,530239,0.412973052,0.017753333,509962,0.00074214,-0.512723635,1.145581826,-0.3909409,-1.474524084,25,-7,-20,1.008610892,0.00879438,0.022767148,0.443612011,0.061528859,0.187849054,0.068715301,0.007858177,-0.045164261,0.630372072,0.049552485,0.147453254,,,9/11/22 14:57
10/1/17,10/31/17,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,242273,0.024222147,0.086687073,254526,-0.028425166,0.092367982,207,0.020683221,0.08984885,215,-0.02354016,0.090880914,60450,-0.002741272,0.077198617,51709,0.035114169,0.103111261,66865,-0.022738949,0.100876605,165588,-0.027946043,-0.101399842,2.739221935,-0.071026369,-0.544425474,38,0,-7,0.982262826,7.29E-05,0.00531669,0.220786165,-0.003786801,0.031498607,0.114146531,0.009801871,0.006723972,0.375611128,0.002342581,0.049337293,,,9/11/22 14:57
2/1/13,2/28/13,30,national,11,1400,f, National,National,U.S.,US,Multi-Family (2-4 Unit),4,176022,0.090347178,0.2131595,193736,0.102185994,0.110100679,81,0.044540761,0.181202922,89,0.063231633,0.12270317,7017,-0.062619852,0.015322009,5533,0.008045694,0.074130816,11439,-0.033882755,-0.052783677,46407,-0.001430982,-0.207345304,6.612837301,0.40521189,-1.857634508,83,9,-8,0.950168822,0.00027045,0.01325282,0.227065851,-0.006266189,0.034456445,0.043759172,-0.016134576,-0.01568435,0.36867421,0.057658277,0.035730814,,,9/11/22 14:57
9/1/19,9/30/19,30,national,11,1400,f, National,National,U.S.,US,Condo/Co-op,3,249819,-0.009325903,0.03095267,283919,0.077112429,0.040196821,215,-0.00307764,0.035738439,245,0.084312368,0.04950382,56235,-0.149030327,0.03615781,47173,-0.105848777,0.00769636,71014,-0.022840513,-0.002684163,189064,0.013450271,0.024327484,3.362029313,0.539014641,-0.038829285,42,2,6,0.978900747,-0.001320294,-0.001998056,0.177822329,-0.012610761,-0.024618245,0.17668668,0.039209567,0.042961148,0.333425818,-0.000187488,-0.023674507,,,9/11/22 14:57
5/1/16,5/31/16,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,251405,0.029172589,0.055267369,271882,-0.00359014,0.069183324,135,0.019866724,0.061286991,142,0.001130537,0.061830802,583251,0.123929116,0.084758195,517583,0.051316771,0.090590684,745466,-0.021810907,-0.023448761,1801665,0.021308792,-0.08737399,3.089001321,-0.310380484,-0.582622606,43,-6,-6,0.983839234,0.002083602,0.003308815,0.257295422,0.014417381,0.025857325,0.12319763,0.008235766,0.005387436,0.402299907,-0.024255,0.021751713,,,9/11/22 14:57
6/1/22,6/30/22,30,national,11,1400,f, National,National,U.S.,US,Single Family Residential,6,448130,-0.010244473,0.110324489,450779,-0.016281904,0.135375298,228,-0.012456438,0.1342069,225,-0.013838402,0.131894505,477110,0.053911899,-0.147849271,443767,-0.039107653,-0.155772703,631204,0.067465376,0.009031402,828891,0.22466126,0.297848228,1.737316816,0.242226766,0.59661657,17,1,3,1.024482542,-0.008986408,-0.004826283,0.567051867,-0.038649305,-0.023137748,0.175021908,0.057282586,0.084023923,0.469294855,-0.099488701,-0.119121863,,,9/11/22 14:57
4/1/22,4/30/22,30,national,11,1400,f, National,National,U.S.,US,Single Units Only,-2,423594,0.030019824,0.153706191,434000,0.01876546,0.153610793,237,0.027261702,0.181021131,234,0.002956818,0.160277557,548080,0.006259222,-0.113428832,555391,0.01781862,-0.111614045,701532,0.044522698,-0.063157934,761767,0.143918141,0.001387028,1.389882089,0.167258179,0.159359471,18,-3,-2,1.03198668,0.007342418,0.016253236,0.590162366,0.045238353,0.099334199,0.078389244,0.011329584,0.014097108,0.58716667,-0.019188274,-0.01703009,,,9/11/22 14:57
12/1/12,12/31/12,30,national,11,1400,t, National,National,U.S.,US,Condo/Co-op,3,162463.1206,0.031033454,,165108.8196,0.002983116,,136.4110596,0.031740721,,141.284199,0.004160592,,52811.44457,0.021125619,,37460.79148,0.062840515,,64747.68915,0.06418328,,214881.8952,-0.008966283,,4.399498196,0.094986631,,70.70741373,-3,,0.970594343,0.00199208,,0.20464364,0.006708477,,0.065038569,0.018487083,,0.362265425,0.02657101,,,,9/13/22 0:00
3/1/12,3/31/12,30,national,11,1400,f, National,National,U.S.,US,Townhouse,13,159856,0.043881443,0.023441534,181433,0.044891047,0.04067388,104,0.029235579,0.014754671,117,0.035147256,0.025617263,30643,0.274592809,0.00420054,24089,0.290951192,0.087627686,48973,0.211400961,-0.110526784,155862,0.014651764,-0.242088156,5.086402169,-1.303072386,-1.652861563,86,-6,-16,0.965424905,0.002691801,0.006520507,0.181256132,0.012624347,0.019557512,0.060664225,0.001969753,-0.022000223,0.380842553,-0.000843529,0.053230107,,,9/11/22 14:57
5/1/17,5/31/17,30,national,11,1400,t, National,National,U.S.,US,Single Units Only,-2,261662.0641,0.00366831,0.069047767,274613.3535,0.003644985,0.056433378,141.6975486,0.011132185,0.068521032,146.5408894,0.001402167,0.058379234,530828.1907,0.003729945,0.037748977,436591.3756,0.016933069,0.073291672,606967.5594,-0.000359084,0.026522889,1556899.133,-0.009171942,-0.102586464,3.022087322,-0.075670062,-0.449340738,45.43392143,0,-6,0.982174994,3.86E-05,0.003085454,0.243190222,0.001942244,0.017667836,0.116887918,-0.000283002,-0.004565049,0.380813316,0.002246278,0.02385328,,,9/13/22 0:00
2/1/14,2/28/14,30,national,11,1400,t, National,National,U.S.,US,Single Family Residential,6,220031.7224,0.007028213,0.099872344,231365.6099,0.000114138,0.093744864,112.1934572,0.0064083,0.100932909,117.1951487,-0.000702683,0.081246917,335063.5377,0.023270434,-0.02475382,234479.6065,-0.021838688,-0.049617401,445458.0532,0.011096948,0.041900509,1517590.132,0.000317494,0.028162643,4.788318906,0.087007585,0.187477632,65.36102649,1,-1,0.974036762,-0.000759292,-0.000192374,0.209603874,-0.0026471,-0.022583105,0.084285804,0.024566892,0.032050858,0.296603874,0.00313492,-0.01792482,,,9/13/22 0:00
